Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
SB-ASI-P1856	HUMAN_PARAMETER	Problem-focused coping	CON-059	HUMAN	SEG-08	CON-059	1856	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1857	PRESERVED	“Problem-focused coping” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1857	HUMAN_PARAMETER	Emotion-focused coping	CON-059	HUMAN	SEG-08	CON-059	1857	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1858	PRESERVED	“Emotion-focused coping” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1858	HUMAN_PARAMETER	Meaning-focused coping	CON-059	HUMAN	SEG-08	CON-059	1858	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1859	PRESERVED	“Meaning-focused coping” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1859	HUMAN_PARAMETER	Avoidance coping	CON-059	HUMAN	SEG-08	CON-059	1859	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1860	PRESERVED	“Avoidance coping” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1860	HUMAN_PARAMETER	Approach coping	CON-059	HUMAN	SEG-08	CON-059	1860	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1861	PRESERVED	“Approach coping” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1861	HUMAN_PARAMETER	Distraction	CON-059	HUMAN	SEG-08	CON-059	1861	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1862	PRESERVED	“Distraction” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1862	HUMAN_PARAMETER	Venting (regulated)	CON-059	HUMAN	SEG-08	CON-059	1862	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1863	PRESERVED	“Venting (regulated)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1863	HUMAN_PARAMETER	Humour use	CON-059	HUMAN	SEG-08	CON-059	1863	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1864	PRESERVED	“Humour use” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1864	HUMAN_PARAMETER	Co-regulation (with others)	CON-059	HUMAN	SEG-08	CON-059	1864	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1865	PRESERVED	“Co-regulation (with others)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1865	HUMAN_PARAMETER	Social-support seeking	CON-059	HUMAN	SEG-08	CON-059	1865	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1866	PRESERVED	“Social-support seeking” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1866	HUMAN_PARAMETER	Emotional labour (display rules)	CON-059	HUMAN	SEG-08	CON-059	1866	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1867	PRESERVED	“Emotional labour (display rules)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1867	HUMAN_PARAMETER	Impulse-control (emotional)	CON-059	HUMAN	SEG-08	CON-059	1867	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1868	PRESERVED	“Impulse-control (emotional)” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1868	HUMAN_PARAMETER	Delay/pause insertion	CON-059	HUMAN	SEG-08	CON-059	1868	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1869	PRESERVED	“Delay/pause insertion” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1869	HUMAN_PARAMETER	Craving regulation	CON-059	HUMAN	SEG-08	CON-059	1869	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1870	PRESERVED	“Craving regulation” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1870	HUMAN_PARAMETER	Anger de-escalation	CON-059	HUMAN	SEG-08	CON-059	1870	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1871	PRESERVED	“Anger de-escalation” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1871	HUMAN_PARAMETER	Fear-exposure/approach	CON-059	HUMAN	SEG-08	CON-059	1871	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1872	PRESERVED	“Fear-exposure/approach” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1872	HUMAN_PARAMETER	Grief processing	CON-059	HUMAN	SEG-08	CON-059	1872	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1873	PRESERVED	“Grief processing” is a distinct operational function inside “Emotion Regulation and Coping”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: Regulation can change the emotion, its expression, its meaning or the resulting behaviour. Scope: Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation Main filters/modulators: Stress intensity, skill, social support, fatigue, trauma, culture, time
SB-ASI-P1873	HUMAN_PARAMETER	Reward seeking	CON-060	HUMAN	SEG-08	CON-060	1873	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1874	PRESERVED	“Reward seeking” is a distinct operational function inside “Positive Valence and Reward”. It is reviewed as part of the segment “Emotion, Motivation, Intent and Motive”. Container purpose: “Wanting,” “liking” and learning from reward should be treated separately. Scope: Reward seeking, anticipation, enjoyment, reward valuation, satisfaction, learning from gain, approach, reward habit Main filters/modulators: Deprivation, novelty, delay, social approval, personality, prior reward, effort
